alim_grp_code;alim_grp_nom;alim_code;alim_nom;energie_kcal;eau_g_100g;prot_g_100g;gluc_g_100g;lipi_g_100g;sucr_g_100g;fibr_g_100g
03;produits céréaliers;7225;Pain brioché ou viennois;352;20,3;9,76;55,5;9,38;6,9;3,3
03;produits céréaliers;7255;Pain, baguette ou boule, aux céréales et graines, artisanal;283;28,2;8,95;49,1;3,9;4,5;7,7
03;produits céréaliers;7256;Muffin anglais, complet, petit pain spécial, préemballé;212;45,6;12,5;32,9;1,87;2,13;7,07
03;produits céréaliers;7257;Muffin anglais, petit pain spécial, préemballé;224;38,4;10,6;39,6;1,88;4,25;3,18
03;produits céréaliers;7258;Bagel;269;34,3;9,26;47,3;3,98;5,36;3,42
03;produits céréaliers;7259;Pain pour hamburger ou hot dog (bun), préemballé;290;30,9;9,07;49,7;5,35;5,88;3,3
03;produits céréaliers;7260;Pain blanc maison (avec farine pour machine à pain);253;33,9;7,81;52,1;0,9;0;2,6
03;produits céréaliers;7261;Pain de campagne maison (avec farine pour machine à pain);237;37,3;7,98;46,7;0,9;0;5,1
03;produits céréaliers;7262;Pain pour hamburger ou hot dog (bun), complet, préemballé;282;0;8,89;46,3;5,75;5,38;4,75
03;produits céréaliers;7300;Biscotte classique;414;0,3;9,24;77,1;6,53;6,55;4,86
03;produits céréaliers;7301;Biscotte briochée;413;0;10,9;69;9,28;9,01;4,85
03;produits céréaliers;7310;Biscotte sans adjonction de sel;398;4,5;10,4;73,3;5,88;5,67;5,16
03;produits céréaliers;7330;Biscotte multicéréale;393;5,1;11,8;66,7;7,22;5,4;7,08
03;produits céréaliers;7340;Biscotte complète ou riche en fibres;388;4,2;11,7;67;6,17;4,32;8,84
03;produits céréaliers;7351;Crackers de table au froment;447;0;7,75;75;12;0,4;4,1
03;produits céréaliers;7352;Galette de riz soufflé complet;384;4,8;7,32;80,5;3;0,73;2,9
03;produits céréaliers;7353;Galettes multicéréales soufflées;392;2,45;8,43;82,4;2,5;0,98;3
03;produits céréaliers;7400;Pain grillé, tranches, au froment;399;3,65;9,76;74;6,16;5,28;4,34
03;produits céréaliers;7403;Pain grillé brioché, tranché, préemballé;415;4,45;10,6;70,8;9,19;11;3,58
03;produits céréaliers;7407;Pain grillé suédois au froment;398;5,5;8,89;68,5;8,25;6,2;7,3
03;produits céréaliers;7409;Pain grillé suédois aux graines de lin;392;0;10,3;63;9;4,67;9
03;produits céréaliers;7410;Tartine craquante, extrudée et grillée;375;6,4;9,97;73,7;3,57;6,36;4,37
03;produits céréaliers;7412;Tartine craquante, extrudée et grillée, fourrée au chocolat;442;5,5;7,85;64,3;16;30,2;4,65
03;produits céréaliers;7413;Tartine craquante, extrudée et grillée, fourrée aux fruits;384;8,9;4,91;74,7;6,44;28,8;3,92
03;produits céréaliers;7420;Pain grillé suédois au blé complet;394;5,8;10,5;66,4;8;2;7
03;produits céréaliers;7421;Pain grillé suédois aux fruits;397;6,7;7,98;70,8;8;13;5,25
03;produits céréaliers;7425;Pain grillé, tranches, multicéréale;407;4;11,1;68,6;8,53;3,68;5,95
03;produits céréaliers;7430;Croûtons;518;3,05;9,02;52,9;29,4;3,69;3,08
03;produits céréaliers;7431;Croûtons à tartiner;369;0;12,3;70;2,85;7,5;7
03;produits céréaliers;7432;Croûtons nature, préemballés;492;3,6;8,38;59,1;24,1;4;2,6
03;produits céréaliers;7500;Chapelure;369;7,29;11,6;70;3,77;6,9;4,5
03;produits céréaliers;7525;Gressins;429;2,48;12,7;65,3;11,8;2,06;5,16
03;produits céréaliers;7600;Viennoiserie (aliment moyen);380;22,4;7,64;49,5;16,2;12,9;2,68
03;produits céréaliers;7602;Croissant, sans précision;372;29,2;6,65;40,4;20;8,83;2,32
03;produits céréaliers;7615;Croissant ordinaire, artisanal;430;20,5;7,38;39,6;25,8;4,66;5,1
03;produits céréaliers;7620;Croissant au beurre, artisanal;421;19,9;7,1;43,2;23,3;5,6;4,9
03;produits céréaliers;7650;Croissant aux amandes, artisanal;444;22,1;7,62;35,9;29,1;14,1;3,7
03;produits céréaliers;7710;Pain au lait, artisanal;435;16,8;8,49;49,3;21,5;8,6;5,3
03;produits céréaliers;7711;Pain au lait, préemballé;354;22,3;8,52;54,2;10,9;12,4;2,53
03;produits céréaliers;7712;Pain au lait aux pépites de chocolat, préemballé;369;21,8;8,51;52;13,5;18;2,72
03;produits céréaliers;7720;Pain aux raisins (viennoiserie);331;25,8;5,11;55,9;9;18,7;2,8
03;produits céréaliers;7730;Pain au chocolat feuilleté, artisanal;424;19,7;6,38;47,5;22,7;12,5;2,1
03;produits céréaliers;7733;Pain au chocolat, préemballé;426;18,6;6,46;48;22,4;12,1;3,13
03;produits céréaliers;7735;Brioche aux pépites de chocolat;363;24,7;8,16;48,3;14,6;14,1;2,88
03;produits céréaliers;7737;Brioche fourrée au chocolat;351;24,4;7,47;53,2;11,6;21,1;2,17
03;produits céréaliers;7738;Brioche fourrée aux fruits;346;25,5;6,9;50,5;12,1;18,4;3,8
03;produits céréaliers;7739;"Brioche fourrée crème pâtissière (type ""chinois""), préemballée";300;0;6,22;49,2;8,41;20,7;1,5
03;produits céréaliers;7740;Brioche, préemballée;355;23,4;8,12;53,2;11,7;13,3;2,14
03;produits céréaliers;7741;Brioche, sans précision;401;21,5;11,3;46;19,1;5,7;0,5
03;produits céréaliers;7742;Brioche, de boulangerie traditionnelle;374;21,4;9,81;49,2;14,7;0;3
03;produits céréaliers;7744;Couronne de Noël (Brioche) aux fruits confits, préemballée;355;25;7,2;53,3;12,3;19,6;1,35
03;produits céréaliers;7745;Brioche pur beurre;366;24;8;51,6;14;13,4;1,1
01;entrées et plats composés;7811;Focaccia, garnie;233;0;8;29,5;8,75;4,25;2,25
01;entrées et plats composés;7812;Fougasse, garnie;320;31,3;9,38;41,8;12,1;1,59;3,2
03;produits céréaliers;7813;Tortilla souple (à garnir), à base de maïs;309;32,1;8,2;51,2;7,3;1;3
01;entrées et plats composés;7814;Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.);341;0;13,3;24,6;19,9;3,76;4,95
03;produits céréaliers;7815;Tortilla souple (à garnir), à base de blé;323;26;8,34;52,1;8,2;1,55;3,85
04;viandes, œufs, poissons;8000;Rillettes traditionnelles de porc;390;46,3;14,3;0,2;36,9;0;0
04;viandes, œufs, poissons;8001;Rillettes pur porc;413;44;16,7;0,1;38,3;0,2;0,5
04;viandes, œufs, poissons;8010;Rillettes de Tours;522;0;18;0;50;0;0
04;viandes, œufs, poissons;8015;Rillettes du Mans;420;40;15,6;4,7;37,6;0,13;0,21
04;viandes, œufs, poissons;8025;Rillettes pur oie;417;0;14,7;0;39,8;0;0
04;viandes, œufs, poissons;8026;Rillettes de canard;417;44,4;15,4;0,34;39,3;0;0
04;viandes, œufs, poissons;8030;Rillettes d'oie;459;40,6;17,6;0,7;42,9;0;0
04;viandes, œufs, poissons;8040;Rillettes de poulet;340;52,2;16,4;0,49;30,3;0,36;0,25
04;viandes, œufs, poissons;8059;Rillettes de crabe;192;0;12,2;3,5;13,6;1,6;3,5
04;viandes, œufs, poissons;8080;Rillettes de poisson;243;59,9;13,9;0,3;20,7;0,3;0
04;viandes, œufs, poissons;8081;Rillettes de saumon;237;62,8;15,1;2;18,4;0,9;1,6
04;viandes, œufs, poissons;8082;Rillettes de thon;199;63,5;16,4;1,65;13,8;1,2;1,4
04;viandes, œufs, poissons;8083;Rillettes de maquereau;246;0;11;1;22;0;0
04;viandes, œufs, poissons;8109;Confit de canard, viande (cuisse), sans peau, réchauffé;195;58;32;0;7,4;0;0
04;viandes, œufs, poissons;8110;Confit de canard;286;49,7;25,7;3,31;18,8;0,14;0,4
04;viandes, œufs, poissons;8111;Canard, magret fumé;364;0;21,9;0,55;30,5;0,55;0
04;viandes, œufs, poissons;8120;Confit de foie de porc;346;42,9;16;14,1;25;1;0,5
04;viandes, œufs, poissons;8125;Confit de foie de volaille;356;46,7;14;7,42;30;0;0
04;viandes, œufs, poissons;8201;Pâté au poivre vert;358;48,1;10,1;1,45;34,6;0;0
04;viandes, œufs, poissons;8211;Pâté ou terrine de campagne;318;49,8;14,7;7,07;25,5;1,71;0,61
04;viandes, œufs, poissons;8214;Pâté breton;363;50;11;2,88;34;1;0,5
04;viandes, œufs, poissons;8232;Terrine de canard;304;55,1;13,4;0,11;27,4;0,11;1,75
04;viandes, œufs, poissons;8240;Pâté de lapin;255;62,5;16,3;2;20,2;0;0
04;viandes, œufs, poissons;8242;Terrine de lapin;281;53,8;16,5;5,67;21,2;0,95;1
04;viandes, œufs, poissons;8245;Pâté de gibier;284;0;15;4;23;2;0,5
04;viandes, œufs, poissons;8250;Pâté ou terrine aux champignons (forestier);329;50,8;12,6;5,93;28,1;1,95;0,58
04;viandes, œufs, poissons;8291;Terrine de poisson;171;66,5;11;5,5;11,4;0,2;1,4
04;viandes, œufs, poissons;8292;Terrine de fruits de mer, avec ou sans poisson;188;68,4;8,4;6,5;14;1,2;1,3
04;viandes, œufs, poissons;8293;Tarama, préemballé;534;30;6,75;3,19;54,8;0,75;0,74
01;entrées et plats composés;8296;Terrine ou mousse de légumes;159;69;4,05;13;9,56;2,4;2,55
01;entrées et plats composés;8297;Flan de légumes;195;70,8;4,56;2,7;18;1,39;2,1
04;viandes, œufs, poissons;8300;Pâté de foie de porc, supérieur;341;47,6;13;2,4;31;0;0
04;viandes, œufs, poissons;8305;Pâté de foie de porc;355;50,7;10,8;2,91;33,3;1,38;0,2
04;viandes, œufs, poissons;8312;Mousse de foie de porc supérieure ou Crème de foie;322;49,8;11,1;10,3;26,1;2,18;0,72
04;viandes, œufs, poissons;8313;Mousse de foie de porc;287;56,5;12;3,39;24,9;1,89;0,75
04;viandes, œufs, poissons;8315;Mousse de canard;395;44,4;10,1;7,07;36,1;2,05;0,45
04;viandes, œufs, poissons;8316;Pâté de foie de volaille;276;58,1;13,8;3,74;22,9;0,81;0
04;viandes, œufs, poissons;8321;Foie gras, canard, entier, cuit;526;35,1;8,41;0,026;54,6;0,026;0,35
04;viandes, œufs, poissons;8323;Foie gras, canard, bloc, sans morceaux;478;40,8;5,75;1,09;50;1,09;0,35
04;viandes, œufs, poissons;8324;Foie gras, canard, bloc, 30% de morceaux;488;39,1;6,88;2,19;50,1;1,41;0
04;viandes, œufs, poissons;8325;Foie gras, canard, bloc, 50% de morceaux;488;38,5;6,39;4,28;49,5;1,2;0
04;viandes, œufs, poissons;8326;Pâté de foie d'oie;459;37;11,4;4,67;43,8;0;0
04;viandes, œufs, poissons;8328;Foie gras de canard, cru;600;0;5,94;1,41;63,4;1,14;0
04;;8331;Foie gras, canard, bloc (aliment moyen);488;39,1;6,88;2,19;50,1;1,41;0
04;viandes, œufs, poissons;8332;Pâté (aliment moyen);324;49,8;13,2;7,61;26,6;1,77;0,6
04;viandes, œufs, poissons;8350;Galantine (aliment moyen);276;57,1;15,1;0,71;23,5;0,57;0,65
04;viandes, œufs, poissons;8373;Roulade de porc pistachée;271;54,5;17,7;3,95;20,2;0,7;1,2
04;viandes, œufs, poissons;8391;Pâté en croûte;292;45,4;11;22,9;17,1;3,47;1,5
04;viandes, œufs, poissons;8395;Jambon en croûte;220;52,3;14,2;19,4;9,32;2,28;0,85
04;viandes, œufs, poissons;8400;Fromage de tête;186;67,7;14,1;3,27;12,9;0;0
04;viandes, œufs, poissons;8406;Museau de porc vinaigrette;185;74,7;8,22;1,02;16,3;0,62;0,55
04;viandes, œufs, poissons;8429;Jambon persillé en gelée;152;69,6;19;0,48;7,9;0,3;0
04;viandes, œufs, poissons;8450;Museau de boeuf;151;66,1;26,2;0;5,17;0;0
04;viandes, œufs, poissons;8500;Andouille;211;60,5;18,4;0,3;15,1;0;0
04;viandes, œufs, poissons;8501;Andouille de Guéméné;234;0;18;0;18;0;0
04;viandes, œufs, poissons;8504;Andouille, réchauffée à la poêle;271;55,5;22,5;0;20;0,2;1
04;viandes, œufs, poissons;8512;Andouille de Vire;238;0;19;0;18;0;0
04;viandes, œufs, poissons;8550;Andouillette, crue;227;63;18,8;1;16,3;0,5;0,71
04;viandes, œufs, poissons;8551;Andouillette, sautée/poêlée;302;48,7;24,5;0,54;22,3;0,2;1
04;viandes, œufs, poissons;8552;Andouillette de Troyes, crue;254;59,9;19,7;0,5;19;0,5;0,9
01;entrées et plats composés;8601;Tripes à la mode de Caen;117;74;20,4;0,51;3,68;0;0
01;entrées et plats composés;8602;Tripes à la mode de Caen, préemballées;112;77,9;18,4;0,7;3,62;0,5;1,25
01;entrées et plats composés;8612;Tripes à la tomate ou à la provençale;94,1;76,6;15,7;0,6;3,2;0,4;0
04;viandes, œufs, poissons;8703;Boudin noir, rayon frais;297;57,2;12,2;0,29;27,1;0,2;1,42
04;viandes, œufs, poissons;8704;Boudin noir, sauté/poêlé;279;53,9;14,8;5,35;21,7;3,9;2
04;viandes, œufs, poissons;8705;Boudin noir ou blanc, sauté/poêlé (aliment moyen);279;55,7;13,3;5,12;20,3;3,32;2
04;viandes, œufs, poissons;8803;Boudin blanc truffé, cru;244;58,8;11,3;9,01;17,8;1,7;1,4
04;viandes, œufs, poissons;8903;Quenelle de veau, en sauce;165;68,8;3,52;15,6;9,5;0,94;1,39
04;viandes, œufs, poissons;8910;Quenelle de volaille, crue;187;0;9,3;14,1;10,1;1,2;1,1
04;viandes, œufs, poissons;8912;Quenelle de volaille, en sauce;138;0;3,55;10,3;8,92;1,92;1,2
04;viandes, œufs, poissons;8932;Quenelle de poisson, en sauce;135;0;3,79;10,5;8,51;0,97;0,72
04;viandes, œufs, poissons;8933;Quenelle de poisson, crue;245;52,3;8,1;23,6;12,7;1,9;2,15
04;viandes, œufs, poissons;8937;Quenelle nature, crue;217;0;7,68;14,8;13,7;2,15;2,15
03;produits céréaliers;9001;Épeautre, cru;340;11;14,6;59,5;2,43;6,68;10,7
03;produits céréaliers;9003;Blé de Khorasan, cru;337;11,1;14,5;59,5;2,13;7,74;11,1
03;produits céréaliers;9010;Blé tendre entier ou froment, cru;358;12;11,5;71,3;2,6;3,3;1,7
03;produits céréaliers;9011;Blé germé, cru;209;47,8;7,49;41,4;1,27;0;1,1
03;produits céréaliers;9060;Blé dur entier, cru;340;10,7;12,1;62,4;2,24;3,17;11
03;produits céréaliers;9080;Blé dur précuit, entier, cru;355;8,81;12,5;69,4;1,62;1,22;6,38
03;produits céréaliers;9081;Blé dur précuit, grains entiers, cuit, non salé;143;63,4;5,25;27,7;0,72;0,57;2,4
01;entrées et plats composés;9082;Blé dur précuit cuisiné, en sachet micro0ondable;186;57;4,93;29,5;4,84;2,21;2,58
01;entrées et plats composés;9083;Blé dur précuit, grains entiers, cuisiné, à poêler;340;0;11,1;67,2;1,59;2,64;6,28
03;produits céréaliers;9085;Nouilles asiatiques cuites, aromatisées;110;73,4;4,78;9,89;4,3;2;6,3
03;produits céréaliers;9086;Nouilles asiatiques cuites, nature, non salées;164;66,9;3,5;21,4;6,9;0;1
03;produits céréaliers;9100;Riz blanc, cru;350;12,5;7,04;78;0,91;0,16;1,05
03;produits céréaliers;9101;Riz blanc étuvé, cru;354;11,3;7,11;78,6;0,98;0,4;1,32
03;produits céréaliers;9102;Riz complet, cru;349;12,6;7,02;71,4;2,8;0,66;5
03;produits céréaliers;9103;Riz complet, cuit, non salé;157;60,4;3,21;32,6;1;0,2;2,3
03;produits céréaliers;9104;Riz blanc, cuit, non salé;144;63,9;2,92;31,8;0,41;0,2;0,8
03;produits céréaliers;9105;Riz blanc étuvé, cuit, non salé;146;63,5;2,95;31,7;0,56;0,11;1,1
03;produits céréaliers;9108;Riz sauvage, cru;342;11,5;11,1;69,2;0,94;2,5;5,9
03;produits céréaliers;9109;Riz rouge, cru;350;12,4;7,97;70,6;3;0;4,5
03;produits céréaliers;9110;Riz rouge, cuit, non salé;141;63,1;3,45;28,2;0,69;0;4
03;produits céréaliers;9111;Riz sauvage, cuit, non salé;101;73,9;3,8;19,7;0,34;0,73;1,8
03;produits céréaliers;9119;Riz thaï ou basmati, cru;351;12,4;7,67;77,8;0,84;0,17;0,92
03;produits céréaliers;9121;Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;353;12,2;7,14;78,1;1;0,5;1,5
03;produits céréaliers;9200;Maïs entier, cru;346;13,6;8,1;67,2;3,7;1,6;5,7
03;produits céréaliers;9230;Pop0corn ou Maïs éclaté, à l'huile, salé;461;2,95;11;57,1;19,1;0,6;8,22
03;produits céréaliers;9231;Pop0corn ou Maïs éclaté, à l'air, non salé;417;3,32;10,5;59,7;12,3;0,87;12,8
03;produits céréaliers;9232;Pop0corn ou Maïs éclaté, au caramel;422;2;4,33;80,4;8,17;43;5
03;produits céréaliers;9310;Avoine, crue;374;8,22;16,9;55,7;6,9;1,2;10,6
03;produits céréaliers;9311;Flocon d'avoine;364;10,1;13,3;57,9;6,51;0,97;10,2
03;produits céréaliers;9313;Flocons d'avoine, bouillis/cuits à l'eau;74,5;0;2,49;11,9;1,52;0,27;1,7
03;produits céréaliers;9320;Orge entière, crue;330;9,44;12,5;56,2;2,3;0,8;17,3
03;produits céréaliers;9321;Orge perlée, crue;343;10,1;9,91;68,6;1,16;0,8;9,1
03;produits céréaliers;9322;Orge perlée, bouilli/cuite à l'eau, non salée;118;68,8;2,26;24,4;0,44;0,28;3,8
03;produits céréaliers;9330;Mil entier, cru;356;8,69;11;64,3;4,21;0;8,5
03;produits céréaliers;9331;Mil, cuit, non salé;115;71,4;3,51;22,4;1;0,13;1,3
03;produits céréaliers;9340;Quinoa, cru;354;13,3;13,2;58,1;6,07;0;7
03;produits céréaliers;9341;Quinoa, bouilli/cuit à l'eau, non salé;115;71,6;4,1;18,8;1,92;0,87;2,8
03;produits céréaliers;9345;Amarante, crue;365;11,3;13,5;58,6;7,02;1,68;6,7
03;produits céréaliers;9360;Sorgho entier, cru;349;12,4;10,6;65,4;3,46;2,48;6,7
03;produits céréaliers;9380;Sarrasin entier, cru;356;10,1;12,9;64,6;3,55;0;7
03;produits céréaliers;9390;Seigle entier, cru;331;10,7;9,83;61;1,97;0,98;15
03;produits céréaliers;9410;Farine de blé tendre ou froment T110;340;12,4;9,61;68,6;1,5;1,6;6,8
03;produits céréaliers;9415;Farine de blé tendre ou froment T150;334;10,7;11,4;62,5;1,52;1,77;12,5
03;produits céréaliers;9435;Farine de blé tendre ou froment T65;341;13,2;12,6;68,7;0,85;1,68;3,9
03;produits céréaliers;9436;Farine de blé tendre ou froment T55 (pour pains);346;12,5;9,03;73,7;1;1,5;3,2
03;produits céréaliers;9437;Farine de blé tendre ou froment avec levure incorporée;346;0;9,12;74;1;2,5;2,5
03;produits céréaliers;9440;Farine de blé tendre ou froment T45 (pour pâtisserie);352;11,3;9,06;75,9;0,82;4,5;2,5
03;produits céréaliers;9445;Farine de blé tendre ou froment T80;352;10,7;9,95;73,2;1,18;1,77;4,2
03;produits céréaliers;9480;Farine d'épeautre (grand épeautre);347;10,8;11,4;64;3;1,3;9,3
03;produits céréaliers;9510;Amidon de maïs ou fécule de maïs;362;9,26;0,43;89,2;0,25;0;0,8
03;produits céréaliers;9520;Farine de riz;355;11,4;7,62;73,9;2,5;0,9;3,3
03;produits céréaliers;9530;Farine de seigle T170;311;10,8;15,9;44,8;2,22;2,31;23,8
03;produits céréaliers;9532;Farine de seigle T85;342;12;8,12;70,7;1,37;0,93;7,15
03;produits céréaliers;9533;Farine de seigle T130;341;9,9;7,24;70,9;1,12;1,59;9,5
03;produits céréaliers;9540;Farine de sarrasin;348;12,1;11,5;68,4;2,19;0,03;4,2
03;produits céréaliers;9545;Farine de maïs;361;10,5;6,23;78,1;2,1;0,64;2,55
03;produits céréaliers;9550;Farine d'orge;336;13,1;9,91;64,5;2,3;0,8;8,85
03;produits céréaliers;9555;Farine de millet;350;10,3;10,2;63,2;4,1;0,5;9,7
02;fruits, légumes, légumineuses et oléagineux;9570;Farine de châtaigne;361;5,52;5,69;70,4;3,43;0;12,6
03;produits céréaliers;9580;Farine de pois chiche;359;10,3;22,4;47;6,69;10,9;10,8
03;produits céréaliers;9610;Semoule de blé dur, crue;348;12,1;10,9;71,6;1,25;1;3,37
03;produits céréaliers;9612;Mélange de céréales et légumineuses, cru;349;0;13,7;59;4;4,5;11
03;produits céréaliers;9614;Polenta ou semoule de maïs, précuite, sèche;350;12,6;7,88;74;1,8;0;3,2
03;produits céréaliers;9615;Polenta ou semoule de maïs, cuite, non salée;65;83,4;1,38;13,5;0,31;0,2;1,3
10;aides culinaires et ingrédients divers;9621;Son de blé;279;9,05;15,4;23,6;4,35;2,46;42
10;aides culinaires et ingrédients divers;9640;Son d'avoine;359;7,53;15,8;51;6,48;2,23;16,7
10;aides culinaires et ingrédients divers;9641;Son de maïs;226;4,71;8,36;6,65;0,92;0;79
10;aides culinaires et ingrédients divers;9643;Son de riz;398;6,12;13,9;28,1;20,9;0,9;21
10;aides culinaires et ingrédients divers;9647;Son (aliment moyen);344;7,81;15,7;45,8;6,07;2,27;21,5
10;aides culinaires et ingrédients divers;9660;Germe de blé;368;7,5;27,2;35,1;9,5;10;16,3
03;produits céréaliers;9681;Couscous (semoule de blé dur roulée précuite à la vapeur), crue;360;8,56;12;72,7;1,45;2,95;4,33
03;produits céréaliers;9683;Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée;163;59;5,19;33,2;0,64;0,1;1,6
03;produits céréaliers;9690;Boulgour de blé, cru;348;9,05;11,5;66,8;1,71;0,41;9,57
03;produits céréaliers;9691;Boulgour de blé, cuit, non salé;79,8;77,8;3,08;14,1;0,24;0,1;4,5
03;produits céréaliers;9810;Pâtes sèches standard, crues;331;17,1;11,5;65,8;1,79;2,12;3
03;produits céréaliers;9811;Pâtes sèches standard, cuites, non salées;125;68,3;3,99;25;0,55;0,6;1,9
03;produits céréaliers;9815;Pâtes fraîches, aux œufs, crues;279;0;10,1;53,8;1,87;2,54;3,17
03;produits céréaliers;9816;Pâtes fraîches, aux œufs, cuites, non salées;166;59,1;5,76;32;1,3;0;1,5
03;produits céréaliers;9821;Pâtes sèches, aux œufs, crues;377;9,01;14;68;4,72;2,19;3,15
03;produits céréaliers;9822;Pâtes sèches, aux œufs, cuites, non salées;132;68,1;4,57;23;2;0,8;2
03;produits céréaliers;9824;Pâtes sèches, sans gluten, cuites, non salées;162;60,1;3,09;34,4;1,1;0,49;1
03;produits céréaliers;9863;Nouilles asiatiques aromatisées, déshydratées;366;0;11,9;71;3;0,5;4
03;produits céréaliers;9870;Pâtes sèches, au blé complet, crues;350;11;11,8;67,6;2,2;1,8;6,1
03;produits céréaliers;9871;Pâtes sèches, au blé complet, cuites, non salées;127;67,5;4,55;23,4;0,9;0,6;3,3
03;produits céréaliers;9874;Pâtes sèches, sans gluten, crues;354;0;6,17;79;1,24;0,38;1,22
03;produits céréaliers;9900;Vermicelle de riz, sèche;363;9,5;7,44;80,5;1;0;1,2
03;produits céréaliers;9901;Vermicelle de riz, cuite, non salée;89,1;77,8;1,43;20,1;0,5;0,2;0,5
03;produits céréaliers;9902;Vermicelle de soja, sèche;344;13,1;0,57;84,7;0,14;1,38;1,6
03;produits céréaliers;9903;Vermicelle de soja, cuite, non salée;61,1;84,4;0,57;14,4;0,1;0;0,8
04;viandes, œufs, poissons;10001;Calmar ou calamar ou encornet, cru;77;80,9;14,4;2,17;1,19;0;0
04;viandes, œufs, poissons;10002;Calmar ou Calamar ou encornet, à la romaine (beignet);252;51,5;8,69;21,2;14,4;2,58;1,66
04;viandes, œufs, poissons;10003;Coquille Saint0Jacques, noix et corail, crue;83;79,3;17;0,78;1,31;0;0
04;viandes, œufs, poissons;10004;Coquille Saint0Jacques, noix et corail, cuite;110;73;20,2;3,22;1,77;0;0
04;viandes, œufs, poissons;10005;Crabe, miettes et ou pattes décortiquées, appertisé, égoutté;111;72,4;16,8;6,7;1,8;0,6;0,33
04;viandes, œufs, poissons;10007;Crevette, cuite;109;71,3;19;5,54;1,16;0,25;0
04;viandes, œufs, poissons;10008;Escargot, cru;77,9;79,1;16,1;1,29;0,92;0;0
04;viandes, œufs, poissons;10009;Homard, bouilli/cuit à l'eau;90,9;76,5;19,6;0,11;1,32;0;0
04;viandes, œufs, poissons;10010;Homard, cru;85,5;77,9;17,9;0,94;1,15;0;0
04;viandes, œufs, poissons;10011;Huître, sans précision, crue;67,2;83,3;8,64;3,86;1,91;0;0
04;viandes, œufs, poissons;10012;Langoustine, panée, frite;288;39,5;12,5;29;13,6;0;0
04;viandes, œufs, poissons;10013;Moule, bouillie/cuite à l'eau;108;74,1;17,2;5,12;2,09;0;0
04;viandes, œufs, poissons;10014;Moule commune, crue;71,8;82,7;11,2;2,69;1,82;0;0
04;viandes, œufs, poissons;10015;Langouste, crue;86,9;78,6;17,7;1,07;1,34;0;0
04;viandes, œufs, poissons;10016;Seiche, crue;76,3;80,6;16,2;0,51;1,05;0;0
04;viandes, œufs, poissons;10017;Clam, Praire ou Palourde, cru;80,5;81,1;11,5;2,66;2,65;0;0
04;viandes, œufs, poissons;10018;Poulpe, cru;60,1;85,4;12,9;0,97;0,5;0;0
04;viandes, œufs, poissons;10019;Bulot ou Buccin, cru;131;66;23,8;7,61;0,57;0;0
04;viandes, œufs, poissons;10020;Bulot ou Buccin, cuit;97,7;74,1;20,7;2,69;0,47;0;0
04;viandes, œufs, poissons;10021;Crevette, crue;99;74,3;19,7;3,21;0,84;0;0
04;viandes, œufs, poissons;10022;Langouste, bouillie/cuite à l'eau;106;0;21,8;1,3;1,52;0;0
04;viandes, œufs, poissons;10023;Beignet de crevette;222;54,2;6,5;26;10;11;1
04;viandes, œufs, poissons;10024;Langoustine, crue;89,8;76,5;19,1;1,53;0,79;0;0
